Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
400.00000	40.000000	523.34025	0.0019108028	1854.9435	1931.3756	4.1144979	2.9585692	8.7312560	629.86322	0.95777127	6.1494167e-05	0.41255875	supercritical
500.00000	40.000000	177.83704	0.0056231256	2681.5606	2906.4857	5.4744262	2.5251001	5.8700595	569.22973	3.1683302	3.5414649e-05	0.15044578	supercritical
600.00000	40.000000	123.62355	0.0080890733	3026.8342	3350.3971	6.0169949	2.1606886	3.6199355	662.04687	2.6968337	3.6961526e-05	0.12838909	supercritical
700.00000	40.000000	100.70790	0.0099297076	3281.9510	3679.1393	6.3739951	2.0598826	3.0551473	725.12594	2.1219534	4.0032229e-05	0.13316828	supercritical
800.00000	40.000000	86.799056	0.011520863	3511.7967	3972.6312	6.6612396	2.0460259	2.8463362	775.40436	1.6582012	4.3343862e-05	0.14496940	supercritical
900.00000	40.000000	77.040296	0.012980220	3733.2890	4252.4978	6.9106383	2.0672376	2.7642170	818.51103	1.3029771	4.6694268e-05	0.15918606	supercritical
1000.0000	40.000000	69.639772	0.014359611	3952.9301	4527.3145	7.1354572	2.1038551	2.7384692	856.98944	1.0311384	5.0025325e-05	0.17445250	supercritical
1100.0000	40.000000	63.750130	0.015686243	4173.6586	4801.1083	7.3424804	2.1469470	2.7406657	892.21542	0.82073411	undefined	undefined	supercritical
1200.0000	40.000000	58.906563	0.016976037	4396.8816	5075.9231	7.5356561	2.1920077	2.7573216	925.01834	0.65552072	undefined	undefined	supercritical
1300.0000	40.000000	54.827477	0.018239030	4623.2551	5352.8163	7.7175027	2.2366518	2.7813853	955.93558	0.52388679	undefined	undefined	supercritical
1400.0000	40.000000	51.329691	0.019481902	4853.0389	5632.3149	7.8897436	2.2796146	2.8089467	985.33409	0.41754833	undefined	undefined	supercritical
1500.0000	40.000000	48.287509	0.020709289	5086.2751	5914.6467	8.0536278	2.3202607	2.8377690	1013.4750	0.33054355	undefined	undefined	supercritical
200.00000	50.000000	896.97055	0.0011148638	819.44512	875.18831	2.2628043	3.2897957	4.2826771	1485.6420	-0.12329001	0.00014599869	0.69787456	liquid
300.00000	50.000000	776.47715	0.0012878679	1259.5703	1323.9637	3.1217846	3.0048676	4.7800640	1178.0478	0.021537148	9.8674172e-05	0.61002827	liquid
400.00000	50.000000	577.78763	0.0017307397	1787.8181	1874.3550	4.0029161	2.8761233	6.7898948	755.43886	0.58659428	6.8074628e-05	0.44838604	supercritical
500.00000	50.000000	257.07263	0.0038899512	2528.1190	2722.6166	5.1761529	2.6658786	7.2889235	570.04002	2.3930515	4.0921807e-05	0.20590004	supercritical
600.00000	50.000000	163.71604	0.0061081371	2947.1306	3252.5375	5.8245082	2.2581994	4.1028132	658.96304	2.3759948	3.9185339e-05	0.15037115	supercritical
700.00000	50.000000	129.59033	0.0077166253	3228.7367	3614.5679	6.2178443	2.1182630	3.2856517	724.96837	1.9517819	4.1452777e-05	0.14796182	supercritical
800.00000	50.000000	110.22387	0.0090724450	3472.1698	3925.7920	6.5225073	2.0845038	2.9831344	777.26934	1.5553455	4.4392276e-05	0.15754913	supercritical
900.00000	50.000000	97.121420	0.010296390	3702.0116	4216.8311	6.7818898	2.0945614	2.8555929	821.75575	1.2352021	4.7518110e-05	0.17089970	supercritical
1000.0000	50.000000	87.404703	0.011441032	3927.3389	4499.3905	7.0130567	2.1243353	2.8041206	861.20491	0.98369758	5.0694467e-05	0.18585453	supercritical
1100.0000	50.000000	79.785235	0.012533647	4152.2045	4778.8869	7.2243995	2.1629301	2.7902100	897.12872	0.78603134	undefined	undefined	supercritical
1200.0000	50.000000	73.583189	0.013590061	4378.5791	5058.0821	7.4206590	2.2048759	2.7960514	930.43910	0.62927648	undefined	undefined	supercritical
1300.0000	50.000000	68.398571	0.014620188	4607.4361	5338.4455	7.6047874	2.2472706	2.8124722	961.72642	0.50351696	undefined	undefined	supercritical
1400.0000	50.000000	63.977053	0.015630604	4839.2282	5620.7584	7.7787645	2.2885533	2.8344164	991.39336	0.40140468	undefined	undefined	supercritical
1500.0000	50.000000	60.147268	0.016625859	5074.1219	5905.4149	7.9439994	2.3279089	2.8589809	1019.7260	0.31752750	undefined	undefined	supercritical
200.00000	60.000000	902.74470	0.0011077329	814.08901	880.55298	2.2506560	3.2845887	4.2506620	1512.8216	-0.12811247	0.00014817844	0.70515098	liquid
300.00000	60.000000	787.39131	0.0012700166	1247.2714	1323.4724	3.0986163	3.0003202	4.6755924	1223.6567	-9.2695309e-05	0.00010109139	0.62149292	liquid
400.00000	60.000000	612.41634	0.0016328761	1745.2067	1843.1793	3.9316740	2.8402596	6.0022382	847.79191	0.40851124	7.2612823e-05	0.47419212	supercritical
500.00000	60.000000	338.72867	0.0029522154	2393.1808	2570.3137	4.9355726	2.7041036	7.5206465	605.15630	1.6950209	4.7507903e-05	0.26515231	supercritical
600.00000	60.000000	206.90875	0.0048330484	2866.8127	3156.7956	5.6527034	2.3397579	4.5606788	663.55651	2.0452243	4.1877275e-05	0.17675768	supercritical
700.00000	60.000000	159.61900	0.0062649182	3175.3607	3551.2558	6.0814262	2.1719002	3.5132775	728.52981	1.7735706	4.3069202e-05	0.16460817	supercritical
800.00000	60.000000	134.12055	0.0074559790	3432.6354	3879.9942	6.4032940	2.1208293	3.1180900	781.45346	1.4470995	4.5541705e-05	0.17113882	supercritical
900.00000	60.000000	117.38768	0.0085187817	3670.9093	4182.0362	6.6725091	2.1206842	2.9454100	826.60343	1.1638056	4.8399223e-05	0.18321141	supercritical
1000.0000	60.000000	105.21582	0.0095042746	3901.9391	4472.1955	6.9099070	2.1440648	2.8684712	866.59378	0.93371793	5.1397129e-05	0.19761435	supercritical
1100.0000	60.000000	95.794128	0.010439053	4130.9331	4757.2763	7.1254798	2.1784097	2.8386861	902.93419	0.74946245	undefined	undefined	supercritical
1200.0000	60.000000	88.194671	0.011338554	4360.4421	5040.7553	7.3247550	2.2173894	2.8339086	936.55725	0.60160152	undefined	undefined	supercritical
1300.0000	60.000000	81.883715	0.012212441	4591.7635	5324.5099	7.5111133	2.2576305	2.8428458	968.07431	0.48201144	undefined	undefined	supercritical
1400.0000	60.000000	76.527979	0.013067116	4825.5453	5609.5723	7.6867866	2.2972974	2.8593008	997.90548	0.38433418	undefined	undefined	supercritical
1500.0000	60.000000	71.906183	0.013907010	5062.0797	5896.5003	7.8533413	2.3354074	2.8797101	1026.3507	0.30373834	undefined	undefined	supercritical
