Temperature (C)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
278.93152	6.3138000	752.16471	0.0013294960	1222.9070	1231.3012	3.0586035	3.0870409	5.2695815	1017.8067	0.10320832	9.3973402e-05	0.58243785	0.019242739	32.581800	0.030691981	2587.2847	2781.0677	5.8657371	2.7393201	5.0246731	492.40535	12.763189	1.8583091e-05	0.060428632
279.31403	6.3504500	751.48980	0.0013306901	1224.8476	1233.2980	3.0621310	3.0862760	5.2764591	1015.9478	0.10483983	9.3821592e-05	0.58193401	0.019153278	32.789335	0.030497722	2586.9679	2780.6421	5.8629361	2.7432440	5.0418932	492.23476	12.725034	1.8599672e-05	0.060588541
279.69486	6.3871000	750.81616	0.0013318840	1226.7814	1235.2883	3.0656440	3.0855191	5.2833604	1014.0933	0.10647562	9.3670661e-05	0.58143109	0.019064232	32.997206	0.030305596	2586.6487	2780.2136	5.8601446	2.7471597	5.0591672	492.06352	12.687167	1.8616225e-05	0.060748629
280.07402	6.4237500	750.14377	0.0013330778	1228.7087	1237.2721	3.0691428	3.0847702	5.2902855	1012.2433	0.10811572	9.3520598e-05	0.58092907	0.018975597	33.205418	0.030115568	2586.3273	2779.7821	5.8573624	2.7510674	5.0764956	491.89163	12.649583	1.8632750e-05	0.060908903
280.45153	6.4604000	749.47262	0.0013342716	1230.6295	1239.2494	3.0726274	3.0840292	5.2972346	1010.3975	0.10976018	9.3371389e-05	0.58042795	0.018887369	33.413970	0.029927603	2586.0035	2779.3478	5.8545894	2.7549672	5.0938791	491.71911	12.612278	1.8649249e-05	0.061069368
280.82741	6.4970500	748.80269	0.0013354653	1232.5438	1241.2204	3.0760981	3.0832960	5.3042080	1008.5561	0.11140903	9.3223024e-05	0.57992772	0.018799546	33.622864	0.029741666	2585.6775	2778.9106	5.8518254	2.7588592	5.1113182	491.54595	12.575249	1.8665722e-05	0.061230029
281.20167	6.5337000	748.13397	0.0013366590	1234.4517	1243.1850	3.0795550	3.0825706	5.3112059	1006.7189	0.11306231	9.3075490e-05	0.57942838	0.018712122	33.832103	0.029557725	2585.3493	2778.4706	5.8490705	2.7627435	5.1288136	491.37217	12.538491	1.8682169e-05	0.061390892
281.57433	6.5703500	747.46643	0.0013378527	1236.3532	1245.1434	3.0829982	3.0818530	5.3182285	1004.8859	0.11472006	9.2928776e-05	0.57892990	0.018625094	34.041689	0.029375746	2585.0187	2778.0277	5.8463244	2.7666201	5.1463659	491.19775	12.502002	1.8698592e-05	0.061551961
281.94541	6.6070000	746.80007	0.0013390465	1238.2486	1247.0956	3.0864279	3.0811430	5.3252761	1003.0570	0.11638231	9.2782872e-05	0.57843230	0.018538460	34.251622	0.029195698	2584.6860	2777.5820	5.8435869	2.7704892	5.1639756	491.02272	12.465777	1.8714990e-05	0.061713243
282.31492	6.6436500	746.13485	0.0013402403	1240.1377	1249.0418	3.0898443	3.0804406	5.3323489	1001.2323	0.11804911	9.2637767e-05	0.57793555	0.018452215	34.461905	0.029017549	2584.3510	2777.1335	5.8408581	2.7743510	5.1816435	490.84707	12.429812	1.8731364e-05	0.061874743
282.68287	6.6803000	745.47078	0.0013414342	1242.0207	1250.9819	3.0932474	3.0797458	5.3394471	999.41166	0.11972049	9.2493449e-05	0.57743966	0.018366356	34.672539	0.028841268	2584.0139	2776.6822	5.8381378	2.7782054	5.1993701	490.67080	12.394105	1.8747715e-05	0.062036466
283.04928	6.7169500	744.80783	0.0013426282	1243.8977	1252.9160	3.0966375	3.0790584	5.3465710	997.59504	0.12139649	9.2349908e-05	0.57694462	0.018280879	34.883527	0.028666826	2583.6745	2776.2281	5.8354258	2.7820525	5.2171561	490.49393	12.358652	1.8764044e-05	0.062198418
283.41417	6.7536000	744.14599	0.0013438223	1245.7686	1254.8443	3.1000147	3.0783786	5.3537208	995.78242	0.12307715	9.2207133e-05	0.57645041	0.018195782	35.094869	0.028494194	2583.3329	2775.7713	5.8327221	2.7858926	5.2350020	490.31645	12.323450	1.8780351e-05	0.062360604
283.77755	6.7902500	743.48523	0.0013450166	1247.6337	1256.7667	3.1033791	3.0777061	5.3608967	993.97375	0.12476251	9.2065116e-05	0.57595703	0.018111061	35.306568	0.028323342	2582.9892	2775.3117	5.8300266	2.7897256	5.2529085	490.13837	12.288494	1.8796636e-05	0.062523029
284.13943	6.8269000	742.82556	0.0013462111	1249.4928	1258.6833	3.1067309	3.0770410	5.3680989	992.16900	0.12645260	9.1923845e-05	0.57546448	0.018026713	35.518626	0.028154242	2582.6433	2774.8495	5.8273391	2.7935517	5.2708763	489.95969	12.253783	1.8812900e-05	0.062685700
284.49983	6.8635500	742.16694	0.0013474057	1251.3462	1260.5942	3.1100701	3.0763832	5.3753278	990.36813	0.12814747	9.1783311e-05	0.57497274	0.017942734	35.731045	0.027986867	2582.2952	2774.3845	5.8246595	2.7973710	5.2889059	489.78042	12.219312	1.8829145e-05	0.062848621
284.85876	6.9002000	741.50937	0.0013486006	1253.1938	1262.4994	3.1133970	3.0757327	5.3825836	988.57109	0.12984714	9.1643504e-05	0.57448182	0.017859121	35.943825	0.027821190	2581.9450	2773.9168	5.8219878	2.8011835	5.3069980	489.60056	12.185078	1.8845369e-05	0.063011797
285.21623	6.9368500	740.85284	0.0013497957	1255.0357	1264.3990	3.1167117	3.0750893	5.3898664	986.77785	0.13155168	9.1504416e-05	0.57399170	0.017775872	36.156970	0.027657185	2581.5926	2773.4464	5.8193238	2.8049893	5.3251532	489.42011	12.151079	1.8861575e-05	0.063175235
285.57227	6.9735000	740.19732	0.0013509911	1256.8720	1266.2932	3.1200142	3.0744532	5.3971766	984.98837	0.13326110	9.1366035e-05	0.57350238	0.017692984	36.370480	0.027494825	2581.2382	2772.9733	5.8166674	2.8087885	5.3433722	489.23908	12.117312	1.8877762e-05	0.063338940
285.92688	7.0101500	739.54280	0.0013521868	1258.7028	1268.1818	3.1233048	3.0738241	5.4045144	983.20262	0.13497545	9.1228354e-05	0.57301384	0.017610452	36.584358	0.027334086	2580.8816	2772.4976	5.8140185	2.8125813	5.3616556	489.05747	12.083772	1.8893930e-05	0.063502917
286.28007	7.0468000	738.88927	0.0013533828	1260.5280	1270.0650	3.1265835	3.0732022	5.4118800	981.42056	0.13669476	9.1091363e-05	0.57252610	0.017528275	36.798605	0.027174943	2580.5229	2772.0192	5.8113771	2.8163676	5.3800041	488.87528	12.050459	1.8910082e-05	0.063667172
286.63186	7.0834500	738.23672	0.0013545791	1262.3477	1271.9428	3.1298505	3.0725873	5.4192737	979.64215	0.13841909	9.0955054e-05	0.57203912	0.017446450	37.013224	0.027017371	2580.1621	2771.5382	5.8087430	2.8201476	5.3984183	488.69253	12.017367	1.8926216e-05	0.063831709
286.98226	7.1201000	737.58512	0.0013557757	1264.1621	1273.8154	3.1331058	3.0719794	5.4266958	977.86736	0.14014846	9.0819417e-05	0.57155292	0.017364973	37.228216	0.026861346	2579.7992	2771.0546	5.8061161	2.8239213	5.4168988	488.50920	11.984496	1.8942333e-05	0.063996535
287.33128	7.1567500	736.93447	0.0013569728	1265.9711	1275.6826	3.1363497	3.0713784	5.4341464	976.09615	0.14188292	9.0684445e-05	0.57106749	0.017283841	37.443584	0.026706845	2579.4342	2770.5684	5.8034963	2.8276889	5.4354465	488.32530	11.951842	1.8958435e-05	0.064161656
287.67894	7.1934000	736.28476	0.0013581702	1267.7749	1277.5447	3.1395822	3.0707844	5.4416260	974.32849	0.14362250	9.0550128e-05	0.57058281	0.017203053	37.659328	0.026553846	2579.0671	2770.0796	5.8008836	2.8314504	5.4540617	488.14085	11.919402	1.8974521e-05	0.064327075
288.02525	7.2300500	735.63597	0.0013593680	1269.5734	1279.4017	3.1428035	3.0701972	5.4491346	972.56434	0.14536725	9.0416459e-05	0.57009888	0.017122604	37.875451	0.026402326	2578.6980	2769.5881	5.7982778	2.8352059	5.4727454	487.95583	11.887173	1.8990592e-05	0.064492800
288.37021	7.2667000	734.98808	0.0013605663	1271.3667	1281.2535	3.1460136	3.0696169	5.4566726	970.80368	0.14711720	9.0283430e-05	0.56961570	0.017042494	38.091954	0.026252263	2578.3268	2769.0941	5.7956789	2.8389555	5.4914981	487.77026	11.855153	1.9006649e-05	0.064658835
288.71385	7.3033500	734.34108	0.0013617650	1273.1549	1283.1003	3.1492127	3.0690434	5.4642402	969.04646	0.14887240	9.0151032e-05	0.56913325	0.016962717	38.308841	0.026103635	2577.9536	2768.5976	5.7930868	2.8426992	5.5103205	487.58413	11.823340	1.9022691e-05	0.064825187
289.05617	7.3400000	733.69497	0.0013629642	1274.9380	1284.9421	3.1524009	3.0684767	5.4718377	967.29265	0.15063288	9.0019257e-05	0.56865154	0.016883273	38.526111	0.025956422	2577.5783	2768.0985	5.7905013	2.8464371	5.5292133	487.39745	11.791730	1.9038720e-05	0.064991860
289.39719	7.3766500	733.04972	0.0013641639	1276.7160	1286.7790	3.1555783	3.0679166	5.4794654	965.54222	0.15239869	8.9888099e-05	0.56817056	0.016804159	38.743769	0.025810602	2577.2010	2767.5968	5.7879225	2.8501694	5.5481772	487.21022	11.760322	1.9054736e-05	0.065158860
289.73691	7.4133000	732.40533	0.0013653642	1278.4891	1288.6110	3.1587451	3.0673633	5.4871235	963.79514	0.15416986	8.9757548e-05	0.56769030	0.016725371	38.961814	0.025666156	2576.8217	2767.0926	5.7853501	2.8538960	5.5672128	487.02245	11.729112	1.9070740e-05	0.065326192
290.07535	7.4499500	731.76178	0.0013665649	1280.2573	1290.4381	3.1619012	3.0668166	5.4948123	962.05138	0.15594643	8.9627598e-05	0.56721075	0.016646908	39.180250	0.025523063	2576.4403	2766.5858	5.7827842	2.8576171	5.5863209	486.83413	11.698099	1.9086731e-05	0.065493863
290.41252	7.4866000	731.11906	0.0013677663	1282.0206	1292.2605	3.1650469	3.0662766	5.5025321	960.31091	0.15772845	8.9498242e-05	0.56673191	0.016568767	39.399079	0.025381304	2576.0569	2766.0766	5.7802246	2.8613327	5.6055021	486.64528	11.667280	1.9102711e-05	0.065661878
290.74842	7.5232500	730.47716	0.0013689682	1283.7790	1294.0781	3.1681822	3.0657432	5.5102831	958.57369	0.15951596	8.9369471e-05	0.56625377	0.016490945	39.618301	0.025240860	2575.6715	2765.5648	5.7776712	2.8650429	5.6247572	486.45588	11.636652	1.9118680e-05	0.065830243
291.08308	7.5599000	729.83607	0.0013701707	1285.5327	1295.8910	3.1713072	3.0652163	5.5180656	956.83969	0.16130899	8.9241280e-05	0.56577633	0.016413440	39.837920	0.025101712	2575.2842	2765.0506	5.7751240	2.8687477	5.6440869	486.26595	11.606214	1.9134638e-05	0.065998962
291.41649	7.5965500	729.19576	0.0013713738	1287.2816	1297.6993	3.1744221	3.0646959	5.5258800	955.10889	0.16310759	8.9113660e-05	0.56529958	0.016336250	40.057937	0.024963842	2574.8948	2764.5338	5.7725829	2.8724473	5.6634918	486.07549	11.575962	1.9150586e-05	0.066168042
291.74868	7.6332000	728.55624	0.0013725776	1289.0258	1299.5030	3.1775269	3.0641821	5.5337264	953.38125	0.16491180	8.8986605e-05	0.56482352	0.016259371	40.278354	0.024827231	2574.5034	2764.0146	5.7700479	2.8761417	5.6829727	485.88449	11.545895	1.9166523e-05	0.066337489
292.07964	7.6698500	727.91749	0.0013737821	1290.7654	1301.3021	3.1806218	3.0636747	5.5416051	951.65674	0.16672166	8.8860108e-05	0.56434814	0.016182803	40.499173	0.024691862	2574.1100	2763.4929	5.7675187	2.8798310	5.7025304	485.69297	11.516011	1.9182452e-05	0.066507308
292.40940	7.7065000	727.27949	0.0013749872	1292.5004	1303.0967	3.1837068	3.0631737	5.5495165	949.93534	0.16853722	8.8734162e-05	0.56387343	0.016106542	40.720397	0.024557718	2573.7147	2762.9688	5.7649954	2.8835152	5.7221654	485.50093	11.486307	1.9198372e-05	0.066677504
292.73796	7.7431500	726.64225	0.0013761930	1294.2308	1304.8869	3.1867821	3.0626792	5.5574609	948.21702	0.17035850	8.8608761e-05	0.56339939	0.016030587	40.942026	0.024424780	2573.3174	2762.4421	5.7624779	2.8871944	5.7418787	485.30836	11.456781	1.9214283e-05	0.066848084
293.06533	7.7798000	726.00573	0.0013773996	1295.9567	1306.6726	3.1898476	3.0621911	5.5654384	946.50174	0.17218556	8.8483899e-05	0.56292601	0.015954934	41.164064	0.024293034	2572.9181	2761.9131	5.7599661	2.8908687	5.7616709	485.11526	11.427432	1.9230187e-05	0.067019053
293.39152	7.8164500	725.36994	0.0013786069	1297.6782	1308.4540	3.1929036	3.0617093	5.5734495	944.78948	0.17401844	8.8359568e-05	0.56245329	0.015879583	41.386512	0.024162461	2572.5169	2761.3816	5.7574599	2.8945381	5.7815427	484.92165	11.398256	1.9246082e-05	0.067190417
293.71654	7.8531000	724.73486	0.0013798150	1299.3952	1310.2310	3.1959502	3.0612338	5.5814944	943.08022	0.17585717	8.8235762e-05	0.56198122	0.015804530	41.609373	0.024033047	2572.1137	2760.8476	5.7549593	2.8982028	5.8014949	484.72752	11.369253	1.9261971e-05	0.067362182
294.04040	7.8897500	724.10049	0.0013810238	1301.1078	1312.0037	3.1989873	3.0607646	5.5895733	941.37391	0.17770181	8.8112476e-05	0.56150980	0.015729773	41.832647	0.023904774	2571.7086	2760.3113	5.7524641	2.9018627	5.8215283	484.53288	11.340419	1.9277853e-05	0.067534353
294.36311	7.9264000	723.46680	0.0013822334	1302.8161	1313.7722	3.2020152	3.0603017	5.5976867	939.67054	0.17955239	8.7989703e-05	0.56103902	0.015655311	42.056339	0.023777629	2571.3015	2759.7725	5.7499743	2.9055179	5.8416436	484.33773	11.311754	1.9293729e-05	0.067706937
294.68467	7.9630500	722.83379	0.0013834439	1304.5201	1315.5365	3.2050338	3.0598451	5.6058348	937.97009	0.18140895	8.7867437e-05	0.56056887	0.015581140	42.280448	0.023651594	2570.8924	2759.2313	5.7474899	2.9091686	5.8618416	484.14206	11.283255	1.9309599e-05	0.067879939
295.00511	7.9997000	722.20145	0.0013846552	1306.2198	1317.2967	3.2080433	3.0593947	5.6140179	936.27251	0.18327155	8.7745672e-05	0.56009936	0.015507260	42.504979	0.023526656	2570.4815	2758.6877	5.7450108	2.9128147	5.8821231	483.94588	11.254919	1.9325464e-05	0.068053366
295.32442	8.0363500	721.56976	0.0013858674	1307.9153	1319.0527	3.2110439	3.0589505	5.6222363	934.57779	0.18514022	8.7624402e-05	0.55963047	0.015433668	42.729932	0.023402799	2570.0686	2758.1417	5.7425368	2.9164563	5.9024888	483.74920	11.226746	1.9341323e-05	0.068227222
295.64262	8.0730000	720.93873	0.0013870804	1309.6067	1320.8046	3.2140354	3.0585125	5.6304903	932.88590	0.18701500	8.7503621e-05	0.55916219	0.015360362	42.955310	0.023280009	2569.6537	2757.5933	5.7400680	2.9200935	5.9229395	483.55201	11.198734	1.9357178e-05	0.068401514
295.95971	8.1096500	720.30833	0.0013882944	1311.2939	1322.5525	3.2170181	3.0580806	5.6387802	931.19681	0.18889595	8.7383324e-05	0.55869454	0.015287340	43.181115	0.023158272	2569.2370	2757.0425	5.7376042	2.9237263	5.9434761	483.35432	11.170880	1.9373029e-05	0.068576248
296.27570	8.1463000	719.67855	0.0013895092	1312.9770	1324.2963	3.2199921	3.0576549	5.6471064	929.51050	0.19078310	8.7263505e-05	0.55822749	0.015214600	43.407350	0.023037573	2568.8183	2756.4893	5.7351454	2.9273549	5.9640992	483.15613	11.143183	1.9388876e-05	0.068751430
296.59061	8.1829500	719.04939	0.0013907251	1314.6560	1326.0362	3.2229573	3.0572353	5.6554692	927.82695	0.19267649	8.7144158e-05	0.55776105	0.015142141	43.634015	0.022917900	2568.3977	2755.9338	5.7326916	2.9309791	5.9848098	482.95743	11.115640	1.9404720e-05	0.068927066
296.90443	8.2196000	718.42083	0.0013919418	1316.3310	1327.7722	3.2259140	3.0568217	5.6638688	926.14612	0.19457618	8.7025279e-05	0.55729521	0.015069959	43.861114	0.022799238	2567.9752	2755.3758	5.7302426	2.9345993	6.0056086	482.75824	11.088251	1.9420561e-05	0.069103162
297.21719	8.2562500	717.79287	0.0013931596	1318.0020	1329.5043	3.2288621	3.0564143	5.6723057	924.46799	0.19648220	8.6906861e-05	0.55682996	0.014998053	44.088649	0.022681575	2567.5508	2754.8156	5.7277984	2.9382152	6.0264965	482.55855	11.061014	1.9436399e-05	0.069279724
297.52888	8.2929000	717.16549	0.0013943783	1319.6691	1331.2326	3.2318018	3.0560129	5.6807801	922.79255	0.19839460	8.6788899e-05	0.55636530	0.014926422	44.316622	0.022564897	2567.1245	2754.2529	5.7253589	2.9418272	6.0474743	482.35837	11.033926	1.9452235e-05	0.069456759
297.83951	8.3295500	716.53869	0.0013955981	1321.3323	1332.9570	3.2347332	3.0556176	5.6892923	921.11975	0.20031342	8.6671388e-05	0.55590123	0.014855063	44.545034	0.022449191	2566.6963	2753.6879	5.7229241	2.9454351	6.0685427	482.15769	11.006987	1.9468070e-05	0.069634271
298.14910	8.3662000	715.91245	0.0013968188	1322.9916	1334.6777	3.2376562	3.0552282	5.6978428	919.44959	0.20223872	8.6554323e-05	0.55543773	0.014783975	44.773889	0.022334446	2566.2661	2753.1206	5.7204939	2.9490390	6.0897027	481.95652	10.980194	1.9483903e-05	0.069812268
298.45765	8.4028500	715.28676	0.0013980407	1324.6471	1336.3946	3.2405711	3.0548449	5.7064317	917.78204	0.20417053	8.6437699e-05	0.55497482	0.014713156	45.003189	0.022220648	2565.8341	2752.5509	5.7180682	2.9526391	6.1109551	481.75486	10.953546	1.9499735e-05	0.069990755
298.76517	8.4395000	714.66162	0.0013992636	1326.2987	1338.1078	3.2434778	3.0544675	5.7150596	916.11706	0.20610890	8.6321511e-05	0.55451247	0.014642604	45.232935	0.022107785	2565.4002	2751.9789	5.7156470	2.9562353	6.1323008	481.55271	10.927041	1.9515567e-05	0.070169739
299.07166	8.4761500	714.03702	0.0014004876	1327.9466	1339.8174	3.2463765	3.0540961	5.7237266	914.45465	0.20805388	8.6205753e-05	0.55405068	0.014572317	45.463131	0.021995846	2564.9644	2751.4045	5.7132303	2.9598277	6.1537406	481.35007	10.900678	1.9531399e-05	0.070349227
299.37714	8.5128000	713.41294	0.0014017127	1329.5908	1341.5233	3.2492672	3.0537307	5.7324332	912.79478	0.21000551	8.6090421e-05	0.55358946	0.014502294	45.693777	0.021884818	2564.5267	2750.8278	5.7108178	2.9634164	6.1752753	481.14695	10.874454	1.9547231e-05	0.070529224
299.68161	8.5494500	712.78937	0.0014029390	1331.2312	1343.2256	3.2521500	3.0533712	5.7411798	911.13741	0.21196384	8.5975510e-05	0.55312879	0.014432532	45.924878	0.021774691	2564.0872	2750.2488	5.7084097	2.9670015	6.1969059	480.94334	10.848370	1.9563063e-05	0.070709736
299.98508	8.5861000	712.16631	0.0014041664	1332.8680	1344.9244	3.2550250	3.0530176	5.7499665	909.48254	0.21392892	8.5861016e-05	0.55266867	0.014363031	46.156434	0.021665452	2563.6457	2749.6675	5.7060059	2.9705828	6.2186333	480.73925	10.822422	1.9578897e-05	0.070890771
300.28756	8.6227500	711.54375	0.0014053950	1334.5012	1346.6196	3.2578923	3.0526699	5.7587939	907.83014	0.21590079	8.5746932e-05	0.55220910	0.014293788	46.388449	0.021557091	2563.2024	2749.0838	5.7036062	2.9741607	6.2404583	480.53467	10.796611	1.9594732e-05	0.071072334
300.58905	8.6594000	710.92167	0.0014066247	1336.1308	1348.3113	3.2607518	3.0523281	5.7676622	906.18019	0.21787949	8.5633256e-05	0.55175007	0.014224802	46.620924	0.021449596	2562.7572	2748.4978	5.7012106	2.9777350	6.2623818	480.32962	10.770933	1.9610569e-05	0.071254432
300.88956	8.6960500	710.30007	0.0014078557	1337.7568	1349.9996	3.2636038	3.0519921	5.7765719	904.53266	0.21986509	8.5519982e-05	0.55129157	0.014156070	46.853862	0.021342958	2562.3101	2747.9095	5.6988191	2.9813058	6.2844048	480.12408	10.745388	1.9626408e-05	0.071437071
301.18909	8.7327000	709.67894	0.0014090879	1339.3793	1351.6845	3.2664482	3.0516620	5.7855232	902.88753	0.22185761	8.5407106e-05	0.55083361	0.014087593	47.087265	0.021237165	2561.8611	2747.3189	5.6964316	2.9848732	6.3065282	479.91806	10.719974	1.9642249e-05	0.071620259
301.48767	8.7693500	709.05827	0.0014103213	1340.9983	1353.3659	3.2692851	3.0513378	5.7945166	901.24478	0.22385712	8.5294623e-05	0.55037618	0.014019367	47.321136	0.021132206	2561.4103	2746.7260	5.6940480	2.9884372	6.3287529	479.71157	10.694689	1.9658093e-05	0.071804001
301.78528	8.8060000	708.43805	0.0014115560	1342.6138	1355.0440	3.2721147	3.0510194	5.8035525	899.60440	0.22586367	8.5182529e-05	0.54991927	0.013951391	47.555477	0.021028072	2560.9576	2746.1308	5.6916684	2.9919980	6.3510797	479.50460	10.669534	1.9673941e-05	0.071988304
302.08195	8.8426500	707.81827	0.0014127920	1344.2259	1356.7188	3.2749369	3.0507068	5.8126311	897.96635	0.22787728	8.5070820e-05	0.54946288	0.013883664	47.790291	0.020924752	2560.5030	2745.5333	5.6892926	2.9955554	6.3735098	479.29715	10.644505	1.9689793e-05	0.072173175
302.37767	8.8793000	707.19892	0.0014140293	1345.8346	1358.3902	3.2777518	3.0504000	5.8217529	896.33063	0.22989803	8.4959491e-05	0.54900700	0.013816184	48.025579	0.020822237	2560.0466	2744.9335	5.6869205	2.9991097	6.3960440	479.08923	10.619602	1.9705648e-05	0.072358620
302.67246	8.9159500	706.58000	0.0014152679	1347.4400	1360.0584	3.2805596	3.0500991	5.8309183	894.69720	0.23192596	8.4848538e-05	0.54855163	0.013748949	48.261345	0.020720516	2559.5883	2744.3314	5.6845522	3.0026608	6.4186833	478.88083	10.594823	1.9721508e-05	0.072544646
302.96631	8.9526000	705.96148	0.0014165079	1349.0420	1361.7234	3.2833602	3.0498039	5.8401276	893.06604	0.23396110	8.4737957e-05	0.54809677	0.013681959	48.497591	0.020619581	2559.1281	2743.7270	5.6821876	3.0062087	6.4414287	478.67197	10.570167	1.9737373e-05	0.072731260
303.25924	8.9892500	705.34338	0.0014177492	1350.6407	1363.3852	3.2861538	3.0495145	5.8493813	891.43715	0.23600353	8.4627743e-05	0.54764241	0.013615211	48.734319	0.020519421	2558.6661	2743.1203	5.6798266	3.0097536	6.4642811	478.46262	10.545633	1.9753243e-05	0.072918469
303.55125	9.0259000	704.72567	0.0014189919	1352.2361	1365.0438	3.2889403	3.0492308	5.8586797	889.81049	0.23805328	8.4517893e-05	0.54718855	0.013548705	48.971532	0.020420027	2558.2022	2742.5114	5.6774692	3.0132955	6.4872415	478.25281	10.521220	1.9769118e-05	0.073106279
303.84235	9.0625500	704.10835	0.0014202360	1353.8282	1366.6992	3.2917200	3.0489529	5.8680232	888.18604	0.24011041	8.4408402e-05	0.54673518	0.013482437	49.209232	0.020321390	2557.7365	2741.9001	5.6751153	3.0168344	6.5103110	478.04253	10.496925	1.9785000e-05	0.073294698
304.13255	9.0992000	703.49140	0.0014214815	1355.4172	1368.3515	3.2944927	3.0486808	5.8774123	886.56379	0.24217496	8.4299267e-05	0.54628230	0.013416408	49.447421	0.020223501	2557.2689	2741.2866	5.6727649	3.0203704	6.5334905	477.83178	10.472749	1.9800887e-05	0.073483733
304.42184	9.1358500	702.87483	0.0014227284	1357.0030	1370.0008	3.2972586	3.0484144	5.8868473	884.94373	0.24424699	8.4190484e-05	0.54582990	0.013350616	49.686104	0.020126352	2556.7994	2740.6708	5.6704179	3.0239036	6.5567811	477.62056	10.448689	1.9816782e-05	0.073673389
304.71025	9.1725000	702.25862	0.0014239768	1358.5856	1371.6470	3.3000178	3.0481538	5.8963287	883.32581	0.24632655	8.4082049e-05	0.54537798	0.013285059	49.925281	0.020029932	2556.3281	2740.0527	5.6680743	3.0274339	6.5801838	477.40887	10.424744	1.9832683e-05	0.073863675
304.99777	9.2091500	701.64276	0.0014252267	1360.1650	1373.2902	3.3027704	3.0478988	5.9058568	881.71004	0.24841369	8.3973957e-05	0.54492654	0.013219736	50.164955	0.019934235	2555.8549	2739.4323	5.6657339	3.0309614	6.6036997	477.19672	10.400914	1.9848592e-05	0.074054598
305.28441	9.2458000	701.02725	0.0014264781	1361.7414	1374.9303	3.3055163	3.0476496	5.9154322	880.09638	0.25050846	8.3866205e-05	0.54447557	0.013154645	50.405130	0.019839251	2555.3799	2738.8096	5.6633969	3.0344862	6.6273297	476.98409	10.377197	1.9864508e-05	0.074246164
305.57017	9.2824500	700.41207	0.0014277310	1363.3147	1376.5676	3.3082556	3.0474061	5.9250551	878.48483	0.25261091	8.3758790e-05	0.54402507	0.013089786	50.645807	0.019744971	2554.9030	2738.1847	5.6610631	3.0380083	6.6510750	476.77101	10.353592	1.9880433e-05	0.074438380
305.85507	9.3191000	699.79722	0.0014289854	1364.8850	1378.2018	3.3109884	3.0471683	5.9347261	876.87536	0.25472111	8.3651708e-05	0.54357503	0.013025156	50.886989	0.019651389	2554.4243	2737.5575	5.6587324	3.0415277	6.6749366	476.55745	10.330097	1.9896366e-05	0.074631255
306.13910	9.3557500	699.18269	0.0014302414	1366.4522	1379.8332	3.3137148	3.0469362	5.9444455	875.26795	0.25683909	8.3544954e-05	0.54312545	0.012960755	51.128680	0.019558494	2553.9437	2736.9281	5.6564049	3.0450446	6.6989156	476.34343	10.306712	1.9912308e-05	0.074824795
306.42228	9.3924000	698.56847	0.0014314989	1368.0165	1381.4617	3.3164348	3.0467098	5.9542138	873.66258	0.25896491	8.3438526e-05	0.54267633	0.012896581	51.370881	0.019466281	2553.4612	2736.2963	5.6540804	3.0485589	6.7230132	476.12895	10.283436	1.9928259e-05	0.075019008
306.70461	9.4290500	697.95455	0.0014327580	1369.5778	1383.0873	3.3191484	3.0464891	5.9640315	872.05924	0.26109864	8.3332419e-05	0.54222766	0.012832633	51.613595	0.019374740	2552.9769	2735.6623	5.6517590	3.0520708	6.7472303	475.91401	10.260267	1.9944220e-05	0.075213901
306.98609	9.4657000	697.34093	0.0014340188	1371.1361	1384.7101	3.3218558	3.0462740	5.9738990	870.45791	0.26324031	8.3226631e-05	0.54177943	0.012768909	51.856826	0.019283865	2552.4908	2735.0260	5.6494405	3.0555801	6.7715682	475.69860	10.237204	1.9960190e-05	0.075409481
307.26674	9.5023500	696.72760	0.0014352812	1372.6916	1386.3301	3.3245570	3.0460647	5.9838167	868.85856	0.26538999	8.3121157e-05	0.54133165	0.012705408	52.100575	0.019193646	2552.0027	2734.3875	5.6471250	3.0590871	6.7960280	475.48273	10.214246	1.9976171e-05	0.075605756
307.54655	9.5390000	696.11454	0.0014365452	1374.2442	1387.9474	3.3272520	3.0458610	5.9937852	867.26119	0.26754773	8.3015995e-05	0.54088431	0.012642129	52.344845	0.019104078	2551.5129	2733.7467	5.6448123	3.0625916	6.8206107	475.26639	10.191392	1.9992163e-05	0.075802734
307.82553	9.5756500	695.50176	0.0014378109	1375.7939	1389.5619	3.3299409	3.0456630	6.0038048	865.66578	0.26971358	8.2911141e-05	0.54043741	0.012579071	52.589640	0.019015152	2551.0211	2733.1036	5.6425025	3.0660939	6.8453177	475.04960	10.168642	2.0008165e-05	0.076000422
